fecha,caudal2025-01-24 16:34:59.001016,41967476.0
2025-01-24 16:35:59.001722,300.0
2025-01-24 16:36:59.000135,296.0
2025-01-24 16:37:59.001045,304.0
2025-01-24 16:38:59.001537,404.0
2025-01-24 16:39:59.004263,300.0
2025-01-24 16:40:59.007916,296.0
2025-01-24 16:41:59.007106,300.0
2025-01-24 16:42:59.001224,408.0
2025-01-24 16:43:59.006685,300.0
2025-01-24 16:44:59.003051,300.0
2025-01-24 16:45:59.002021,408.0
2025-01-24 16:46:59.003503,300.0
2025-01-24 16:47:59.005277,304.0
2025-01-24 16:48:59.006725,300.0
2025-01-24 16:49:59.005088,408.0
2025-01-24 16:50:59.007114,292.0
2025-01-24 16:51:59.006615,304.0
2025-01-24 16:52:59.001479,400.0
2025-01-24 16:53:59.009947,304.0
2025-01-24 16:54:59.002572,292.0
2025-01-24 16:55:59.003611,300.0
2025-01-24 16:56:59.003006,404.0
2025-01-24 17:07:00.000166,41977908.0
2025-01-24 17:08:00.000467,404.0
2025-01-24 17:09:00.005608,300.0
2025-01-24 18:01:00.099756,0.0
2025-01-24 18:02:00.030117,300.0
2025-01-24 18:03:00.023076,404.0
2025-01-24 18:04:00.017396,304.0
2025-01-24 18:05:00.015930,304.0
2025-01-24 18:06:00.095217,300.0
2025-01-24 18:17:00.002994,0.0
2025-01-24 18:17:00.014810,0
2025-01-24 18:18:00.006533,0.0
2025-01-24 18:19:00.006225,300.0
2025-01-24 18:20:00.003946,304.0
2025-01-24 18:21:00.006171,300.0
2025-01-24 18:22:00.008147,296.0
2025-01-24 18:23:00.001892,300.0
2025-01-24 18:24:00.000641,304.0
2025-01-24 18:25:00.010224,296.0
2025-01-24 18:26:00.006876,408.0
2025-01-24 18:27:00.007261,296.0
2025-01-24 18:28:00.001332,296.0
2025-01-24 18:29:00.004235,304.0
2025-01-24 18:30:00.000087,300.0
2025-01-24 18:31:00.003444,304.0
2025-01-24 18:32:00.002798,404.0
2025-01-24 18:33:00.007052,300.0
2025-01-24 18:34:00.004013,300.0
2025-01-24 18:35:00.000432,304.0
2025-01-24 18:36:00.002479,300.0
2025-01-24 18:37:00.001181,300.0
2025-01-24 18:38:00.002055,404.0
2025-01-24 18:39:00.006719,300.0
2025-01-24 18:40:00.005028,300.0
2025-01-24 18:41:00.007581,296.0
2025-01-24 18:42:00.000219,300.0
2025-01-24 18:43:00.004157,304.0
2025-01-24 18:44:00.004524,300.0
2025-01-24 18:45:00.013900,404.0
2025-01-24 18:46:00.000421,300.0
2025-01-24 18:47:00.000519,300.0
2025-01-24 18:48:00.003472,296.0
2025-01-24 18:49:00.001983,304.0
2025-01-24 18:50:00.002916,304.0
2025-01-24 18:51:00.003706,304.0
2025-01-24 18:52:00.002498,304.0
2025-01-24 18:53:00.004279,304.0
2025-01-24 18:54:00.000845,300.0
2025-01-24 19:34:00.004573,0.0
2025-01-24 19:35:00.001964,300.0
2025-01-24 19:36:00.004842,300.0
2025-01-24 19:37:00.007428,296.0
2025-01-24 19:38:00.001297,304.0
2025-01-24 19:39:00.000875,300.0
2025-01-24 19:40:00.003209,304.0
2025-01-24 19:41:00.001514,300.0
2025-01-24 19:59:00.003814,0.0
2025-01-24 20:00:00.113712,304.0
2025-01-24 20:01:00.074200,300.0
2025-01-24 20:02:00.007781,300.0
2025-01-24 20:03:00.081249,300.0
2025-01-24 20:04:00.050994,300.0
2025-01-24 20:05:00.063414,304.0
2025-01-24 20:06:00.124697,304.0
2025-01-24 20:07:00.125860,304.0
2025-01-24 20:08:00.039215,304.0
2025-01-24 20:09:00.030399,300.0
2025-01-24 20:10:00.091855,196.0
2025-01-24 20:11:00.057597,304.0
2025-01-24 20:12:00.026443,300.0
2025-01-24 20:13:00.120530,296.0
2025-01-24 20:14:00.076480,408.0
2025-01-24 20:15:00.067391,196.0
2025-01-24 20:16:00.038350,304.0
2025-01-24 20:17:00.091063,300.0
2025-01-24 20:18:00.085600,300.0
2025-01-24 20:19:00.087898,304.0
2025-01-24 20:20:00.007700,300.0
2025-01-24 20:21:00.005490,304.0
2025-01-24 20:22:00.012913,300.0
2025-01-24 20:23:00.005758,300.0
2025-01-24 20:24:00.010178,304.0
2025-01-24 20:25:00.095365,300.0
2025-01-24 20:26:00.009333,296.0
2025-01-24 20:27:00.095909,0.0
2025-01-24 20:40:00.050584,0.0
2025-01-24 20:41:00.085633,0.0
2025-01-24 20:42:00.030904,0.0
2025-01-24 20:43:00.083280,0.0
2025-01-24 20:44:00.083361,0.0
